,title,url
0,"20 imagens que, por incrível que pareça, não são de pirocas enormes",https://www.buzzfeed.com/daves4/animais-penis-enormes-rola-penis
1,24 filmes da Disney explicados por homens que não entendem nada da Disney,https://www.buzzfeed.com/keelyflaherty/filmes-disney-explicados-homens-nao-entendem-nada
2,Todo mundo é uma princesa da Disney OU um herói da Marvel – qual dos dois você é?,https://www.buzzfeed.com/perpetua/teste-princesa-disney-ou-heroi-marvel
3,Quais são as três comidas que combinam com a sua personalidade?,https://www.buzzfeed.com/joannaborns/teste-tres-comidas-combinam-com-voce
4,Este teste sobre comida vai dizer de uma vez por todas se você é boa ou má pessoa,https://www.buzzfeed.com/joannaborns/teste-comidas-pessoa-boa-ou-ruim
5,22 crimes cometidos contra os cabelos nos anos 2000,https://www.buzzfeed.com/tabathaleggett/crimes-contra-cabelo-anos-2000
6,12 respostas bem femininas para as coisas mais pentelhas que dizem para as mulheres,https://www.buzzfeed.com/lorynbrantz/respostas-femininas-perguntas-pentelhas
7,Prepare o jantar de uma noite romântica e adivinharemos seu status de relacionamento,https://www.buzzfeed.com/hannahloewentheil/teste-jantar-romantico-status-relacionamento
8,20 fotos que ilustram a diferença entre comida normal e comida hipster,https://www.buzzfeed.com/jemimaskelley/diferencas-comida-normal-hipster
9,"22 imagens que, quanto mais você olha, melhores ficam",https://www.buzzfeed.com/crystalro/22-imagens-que-quanto-mais-voce-olha-melhores-ficam
10,10 detalhes bem adultos dos seus desenhos preferidos que você só entendeu agora,https://www.buzzfeed.com/pedrofequiere/desenhos-animados-detalhes-adultos
11,19 provas de que nem todo mundo entende como as frutas funcionam,https://www.buzzfeed.com/sophiegadd/frutas-desnecessariamente-embaladas
12,Só quem vê cores perfeitamente vai conseguir enxergar todas estas bundas,https://www.buzzfeed.com/crystalro/sua-visao-de-cores-n-perfeita-se-conseguir-enxerga
13,18 coisas totalmente irreais que as mulheres fazem durante o sexo nos filmes,https://www.buzzfeed.com/alliehayes/cenas-irreais-sexo-cinema-mulheres
14,20 coisas totalmente absurdas que as pessoas já acreditaram sobre sexo,https://www.buzzfeed.com/jasminnahar/absurdos-sobre-sexo-que-as-pessoas-acreditam
15,15 vezes em que os hipsters foram longe demais,https://www.buzzfeed.com/kevinsmith/hipsters-longe-demais
16,Todo mundo tem um Muppet que combina com sua personalidade — aqui está o seu,https://www.buzzfeed.com/alivelez/teste-personalidade-muppets
17,Este teste dirá qual palavrão mais combina com sua personalidade,https://www.buzzfeed.com/andrewziegler/teste-palavrao-personalidade
18,25 curiosidades que podem mudar sua visão das estrelas pop,https://www.buzzfeed.com/mjs538/curiosidades-estrelas-pop
19,34 coisinhas irritantes que deixam quase todas mulheres morrendo de raiva,https://www.buzzfeed.com/genamourbarrett/coisinhas-irritantes-mulheres-morrendo-raiva
20,Só pessoas 100% esquisitas já fizeram 100% dessas coisas,https://www.buzzfeed.com/pablovaldivia/pessoas-100-por-cento-esquisitas
21,Este teste vai dizer qual erva ou tempero combina com sua personalidade,https://www.buzzfeed.com/jesseszewczyk/teste-erva-tempero-combina-com-sua-personalidade
22,O Bill Gates não tem IDEIA de qual é o preço das coisas no supermercado,https://www.buzzfeed.com/benhenry/o-bill-gates-nao-tem-ideia-de-qual-e-o-preco-das-coisas-no
23,"16 bolos que não dá para comer: 8 porque são muito feios, 8 porque dá muita dó",https://www.buzzfeed.com/pablovaldivia/bolos-horriveis-bolos-maravilhosos
24,26 erros óbvios de gravação que talvez você nunca tenha percebido em seus filmes favoritos,https://www.buzzfeed.com/spenceralthouse/erros-de-gravacao-em-filmes
25,Talvez estes sejam os finais de filmes mais irritantes que existem,https://www.buzzfeed.com/jasminnahar/finais-de-filmes-irritantes
26,Este é o teste mais bizarro sobre princesas da Disney que existe,https://www.buzzfeed.com/javiermoreno/teste-princesa-da-disney-bizarro
27,Tudo bem se você rir destas 16 pessoas,https://www.buzzfeed.com/stephenlaconte/tudo-bem-se-voce-rir-destas-16-pessoas
28,"11 coisas que as pessoas achavam normais quando estavam crescendo, mas depois descobriram que eram estranhas",https://www.buzzfeed.com/jamiejones/coisas-que-pareciam-normais-na-infancia-mas-nao-eram
29,Só quem não tem frescura para comer reconhece o valor destas delícias,https://www.buzzfeed.com/jasminnahar/teste-frescura-comida
30,Qual estereótipo de millennial você é?,https://www.buzzfeed.com/stephenlaconte/qual-estereotipo-de-millennial-voce-eh
31,9 tipos de sexo que quase todo mundo faz nos dois primeiros anos de namoro,https://www.buzzfeed.com/floperry/tipos-de-sexo-primeiros-dois-anos-namoro
32,Estratégias para ser levada a sério pelo médico se você for mulher,https://www.buzzfeed.com/crystalro/estrategias-para-ser-levada-a-serio-pelo-medico
33,Você é bom de cama?,https://www.buzzfeed.com/tabathaleggett/teste-eu-sou-bom-de-cama
34,"26 coisas pelas quais todo mundo já passou, mesmo que não admita",https://www.buzzfeed.com/daves4/coisas-que-todo-mundo-ja-passou
35,17 coisas que fazemos todos os dias mas que não fariam sentido há 50 anos,https://www.buzzfeed.com/stephenlaconte/17-coisas-que-fazemos-todos-os-dias-mas-que-nao-fariam
36,19 coisas que deixam qualquer pessoa que tem uma vagina se sentindo um pouquinho culpada,https://www.buzzfeed.com/crystalro/so-quem-tem-vagina-sente-isso
37,11 coisas que a maioria das garotas faz mas não comenta com ninguém,https://www.buzzfeed.com/floperry/coisas-que-as-garotas-fazem-mas-nao-comentam-com-ninguem
38,8 coisas meio nojentinhas que acontecem quando você faz natação,https://www.buzzfeed.com/beckybarnicoat/8-coisas-meio-nojentinhas-que-acontecem-quando-voce-faz
39,Você tem gosto de rico?,https://www.buzzfeed.com/sarahaspler/voco-tem-gosto-de-rico
40,21 situações que fazem quase todas as garotas se retorcerem de aflição,https://www.buzzfeed.com/genamourbarrett/21-situacoes-que-fazem-quase-todas-as-garotas-se-retorcer
41,21 coisas que você jurava que só você fazia,https://www.buzzfeed.com/michellerennex/21-coisas-que-voce-jurava-que-so-voce-fazia
42,Diga o que acha desses caras e diremos o que você realmente busca em um relacionamento,https://www.buzzfeed.com/perpetua/diga-o-que-acha-desses-caras-e-diremos-o-que-voce-realmente
43,23 das melhores tatuagens de preguiça de todos os tempos,https://www.buzzfeed.com/ryanhatesthis/tattoos-de-preguica
44,36 coisas que só garotas totalmente desencanadas vão entender,https://www.buzzfeed.com/floperry/36-coisas-que-so-garotas-totalmente-desencanadas-v
45,23 pessoas que não pensaram muito bem direito,https://www.buzzfeed.com/philippjahner/23-pessoas-que-nao-pensaram-la-muito-bem-nas-coisa
46,22 perguntas que quem é dos EUA precisa responder,https://www.buzzfeed.com/gyanyankovich/perguntas-importantes-para-americanos
47,17 fotos de vegetais esquisitos que vão colocar sua fé à prova,https://www.buzzfeed.com/jamiejones/17-fotos-de-vegetais-esquisitos-que-vao-colocar-sua-fe-a
48,"Se você já passou por mais de 35 desses perrengues da menstruação, merece uma medalha",https://www.buzzfeed.com/crystalro/se-voco-ja-passou-por-35-desses-53-pesadelos-relac
49,21 pessoas que não entenderam como as coisas básicas funcionam,https://www.buzzfeed.com/jamiejones/21-pessoas-que-nao-entenderam-como-coisas-basicas-funcionam
50,18 momentos meio estranhos que acontecem no sexo durante a gravidez,https://www.buzzfeed.com/asiawmclain/18-momentos-meio-estranhos-que-acontecem-no-sexo-durante-a
51,Quantas dessas coisas meio nojentinhas você já fez?,https://www.buzzfeed.com/farrahpenn/quantas-dessas-coisinhas-nojentas-de-garota-voco-j
52,25 piadas que farão as mulheres rirem bem mais alto do que o normal,https://www.buzzfeed.com/genamourbarrett/25-piadas-que-farao-as-mulheres-rirem-bem-alto-mais-do-que
53,"17 fotos que são a definição de ""timing perfeito""",https://www.buzzfeed.com/jemimaskelley/17-fotos-que-sao-a-definicao-de-timing-perfeito
54,13 fatos sobre comidas que são 100% verdade,https://www.buzzfeed.com/michellerennex/13-fatos-sobre-comidas-que-sao-100-verdade
55,12 diferenças entre o sexo gay nos pornôs e na vida real,https://www.buzzfeed.com/benhenry/12-difereneas-entre-o-sexo-gay-na-pornografia-e-o
56,O quanto você odeia todo mundo?,https://www.buzzfeed.com/joannaborns/o-quanto-voco-odeia-as-pessoas
57,O quanto você é estranho(a)?,https://www.buzzfeed.com/daves4/quao-estranho-voco-n
58,Quantos problemas de rico você tem?,https://www.buzzfeed.com/samstryker/quantos-problemas-de-rico-voce-tem
59,Como dar prazer a um homem em 11 passos fáceis,https://www.buzzfeed.com/lorynbrantz/como-dar-prazer-a-um-homem-em-11-passos-faceis
60,O quanto você era emo?,https://www.buzzfeed.com/ailbhemalone/o-quanto-voce-era-emo
61,20 coisas absurdas e ridículas sobre a menstruação que algumas pessoas realmente pensavam,https://www.buzzfeed.com/kellyoakes/20-coisas-absurdas-e-ridiculas-sobre-a-menstruacao-que-algum
62,Como pais millennials tratam seus filhos x como nossos pais nos tratavam,https://www.buzzfeed.com/mariahoxley/como-os-pais-da-geracao-millennial-tratam-seus-filhos-x
63,19 dificuldades que só pessoas emocionalmente indisponíveis entendem,https://www.buzzfeed.com/kristinchirico/19-dificuldades-que-so-pessoas-emocionalmente-indisponiveis
64,24 coisas irritantes que acontecem em quase toda cena de sexo,https://www.buzzfeed.com/annaborges/24-coisas-meio-irritantes-que-acontecem-em-toda-cena-de-sexo
65,12 tipos de sexo que todo mundo vai fazer pelo menos uma vez na vida,https://www.buzzfeed.com/floperry/12-tipos-de-sexo-que-todo-mundo-ja-fez-pelo-menos-uma-vez
66,Nove coisas que quase todas as mulheres passam quando estão menstruadas,https://www.buzzfeed.com/beckybarnicoat/nove-coisas-que-toda-mulher-passa-quando-esta-menstruada
67,"17 momentos de ""Friends"" incompreensíveis para as crianças de hoje em dia",https://www.buzzfeed.com/maitlandquitmeyer/17-momentos-de-friends-incompreensiveis-para-as-criancas-de
68,15 crianças que já entendem mais da vida do que você,https://www.buzzfeed.com/kristatorres/15-criancas-que-ja-entendem-mais-da-vida-do-que-voce
69,27 memes que você deveria enviar para sua irmã imediatamente,https://www.buzzfeed.com/cassiesmyth/27-memes-que-voce-deveria-enviar-imediatamente-para-sua-irma
70,43 fantasias sexuais que as pessoas têm,https://www.buzzfeed.com/annaborges/43-fantasias-sexuais-indiziveis-que-as-pessoas-tom
71,26 memes que você pode mandar agorinha para seu colega de trabalho,https://www.buzzfeed.com/genamourbarrett/26-memes-para-voce-mandar-agora-mesmo-para-seu-colega-de
72,59 memes que resumem o que é ter filhos,https://www.buzzfeed.com/mikespohr/59-memes-que-resumem-o-que-e-ter-filhos
73,Você lida com seus peitos como todo mundo?,https://www.buzzfeed.com/juliegerstein/voce-lida-com-seus-peitos-como-todo-mundo
74,"15 coisas que você nunca tinha reparado antes em ""Friends""",https://www.buzzfeed.com/caseyrackham/15-coisas-que-voce-nunca-tinha-reparado-antes-em-friends
75,Qual diva clássica você é?,https://www.buzzfeed.com/perpetua/qual-diva-classica-voco-eh
76,13 coisas que toda garota que quer entrar em forma entende,https://www.buzzfeed.com/floperry/13-coisas-que-todas-as-garotas-fora-de-forma-e-que
