,category_id,content,count,id,title,url
0,5,"Um recurso da Procuradoria-Geral da República pedido a prisão preventiva de Aécio Neves, pelo recebimento de R$ 2 milhões do grupo J&F a pessoas ligadas ao senador, será julgado hoje pela Primeira Turma do STF. Este é o terceiro pedido de prisão contra Aécio feito pela PGR e, nas mãos do STF, o vídeo em que Aécio garante não ter enriquecido na vida pública será analisado e poderá dar ao tucano, além da liberdade, a chance de representar o Brasil no Oscar.

“A atuação é digna do prêmio, a maquiagem está impecável e a iluminação deixa no chinelo grandes produções milionárias do cinema. Caso Aécio convença o STF, teremos um forte candidato ao Oscar 2018” é o que diz um profissional especializado do audiovisual nacional.

A defesa de Aécio garante que “o senador Aécio Neves foi, na verdade, vítima de uma grande e criminosa armação engendrada pelos senhores Joesley Batista e Ricardo Saud em busca dos benefícios de uma generosa delação”, o que, de acordo com outro grande nome do cinema nacional, dá o tom de drama e comédia necessários para que Aécio possa trazer a estatueta para casa.
",1,1,STF decide hoje se vídeo de Aécio explicando mala de R$2 mi representará Brasil no Oscar,http://www.sensacionalista.com.br/2017/09/26/stf-decide-hoje-se-video-de-aecio-explicando-mala-de-r2-mi-representara-brasil-no-oscar/
1,1,"Há uma certa magia em viajar de trem pela Grã-Bretanha. Talvez sejam as estações históricas, os vilarejos do interior ou as colinas e lagos que vemos pela janela. Na Grã-Bretanha é possível ir de trem desde  extremo sul da Inglaterra aos vilarejos remotos do norte da Escócia. Aqui vão 15 rotas que recomendamos a você a partir de Londres.

Pegue um trem na estação de Paddington em Londres e em 30 minutos estará no Castelo de Windsor, onde a Rainha Elizabeth passa os finais de semana. É o maior castelo habitado do mundo e uma das atrações mais visitadas da Inglaterra. Além do castelo Windsor também abriga a Legoland, um resort perfeito para quem viaja com crianças.

Bath é uma cidade adorável, listada como patrimônio da humanidade graças ao templo erguido pelos romanos em homenagem à deusa Minerva, sobre uma fonte de água termal. Visitar o Roman Baths é programa imperdível em Bath. Outro grande atrativo da cidade é Jane Austen, a autora de Orgulho e Preconceito e Razão e Sensibilidade, que viveu em Bath e ganhou um museu em sua homenagem. O trajeto de trem de Paddington à Bath leva 1h30.

Apenas 2 horas de trem separam Londres da capital do País de Gales, Cardiff. Lá você encontrará uma cidade linda e um povo galês muito acolhedor. Pode visitar os dois castelos centrais, fazer um tour de bike pela baía, conhecer o estádio que foi sede da final da Champion’s League em 2017 e se deliciar com a culinária galesa. Sem contar as compras!

Com uma universidade de mais de 900 anos, Oxford é sinônimo de história. O tour pelos colleges conta a história de alunos famosos como JRR Tolkien, autor de O Senhor dos Aneis, e Lewis Carroll, criador de Alice, e mostra locações dos primeiros filmes da saga Harry Potter. O trajeto de trem leva cerca de 1 hora.

Salisbury é o ponto de partida para quem quer ver de perto um dos monumentos mais visitados do mundo: Stonehenge. Envolto em mistérios, o círculo de pedras pode ser facilmente acessado com um ônibus que sai de Salisbury. Vale deixar um tempinho para conhcecer a cidade e sua catedral. O trajeto de trem leva 1h35.

No meio do caminho entre Londres e Cardiff está Bristol, uma cidade animada e repleta de atrações, dentre elas o tour de grafites de Banksy, um dos mais famosos e misteriosos artistas urbanos, que é de Bristol. Alguns de seus trabalhos mais notáveis estão aqui. O trajeto de trem leva cerca de 2h15.

Menos de 1 hora de trem separam Londres da charmosa Cambridge, que assim como Oxford, conta com uma universidade histórica entre as 5 melhores do mundo. Por seus corredores passaram gênios como Isaac Newton e Charles Darwin, e além de saber um pouco mais sobre seus alunos famosos é possível conhecer um ótimo museu (gratuito) e o jardim botânico. O trajeto de trem leva cerca de 55 minutos.

Para ir a Glastonbury é necessário descer na estação de Castle Cary e pegar um táxi. Mas valerá a pena: Glastonbury é envolta nas lendas arturianas e acredita-se que seja Avalon, a ilha mística dos celtas. Para quem gosta de assuntos esotéricos, não há melhor lugar! Na abadia em ruínas está o que dizem ser o túmulo de Rei Artur. O trajeto de trem leva cerca de 2 horas.

Pegue um trem na estação de Euston e 2h45 depois estará na cidade berço dos Beatles. Do premiado museu Beatles Story ao tour Magical Mystery, Liverpool oferece tudo o que um fã de Beatles deseja – inclusive pequenos shows no Cavern Club, onde o quarteto tocou mais de 300 vezes. As duas catedrais e 7 museus gratuitos enriquecem ainda mais o roteiro.

Considerada a ‘capital’ da Riviera Inglesa, Torquay além de linda é a cidade natal da famosa escritora Agatha Christie, e há muitas atrações ligadas a ela – inclusive um festival anual. É um ponto estratégico para conhecer as belíssimas paisagens e a culinária deliciosa da região de Devon. O trajeto de trem leva 3h42.

A Cornualha parece um universo à parte na Inglaterra. Inspiração para muitos livros e filmes, não é exatamente o trajeto mais rápido – o trem regular leva mais de 5 horas – mas vale a pena. Para aproveitar bem o tempo, pegue o trem noturno Night Riviera Sleeper que sai de Paddington às 22:45 e chega em Penzance pouco antes das 8 da manhã. Com uma cabine individual você dorme em Londres e acorda em meio à mágica Cornualha.

Da capital inglesa à capital escocesa o trem leva cerca de 4h20 e atravessa os campos do norte da Inglaterra e margeando a costa da Escócia. Edimburgo é uma daquelas cidades apaixonantes, com seu castelo construído sobre a cratera de um vulcão, seus becos medievais repletos de história e uma boa dose de uísque. Imperdível.

Embarque no trem noturno que sai de Euston em Londres para sair do agito da cidade e acordar em meio às montanhas das Terras Altas da Escócia. O Caledonian Sleeper é por si só uma experiência e tanto. O trajeto de Londres até Inverness, maior cidade das Highlands, leva 11h20.

A antiga capital viking da Inglaterra é um dos atrativos do norte do país. Ao chegar você irá se encantar com o belíssimo Mosteiro de York,  construído em estilo gótico e ruelas medievais cheias de charme que parecem saídas dos filmes de Harry Potter. O trajeto de trem de Londres leva cerca de 2h10.

Todos os dias esta pequena cidade do interior recebe centenas de visitantes em busca das origens do maior poeta e dramaturgo do planeta: aqui nasceu William Shakespeare, quase 500 anos atrás. Visite a casa onde ele nasceu, a catedral onde foi enterrado e assista a uma de suas obras no teatro Royal Shakespeare Theatre, referência global. O trajeto leva menos de 2 horas.
",1,2,15 destinos para conhecer de trem,http://bit.ly/2g8k2XR
2,3,"Site Lança Cardápio Fit/Light (low-carb) e é Nova Sensação Entre as MulheresSite Lança Cardápio Fit/Light (low-carb) e é Nova Sensação Entre as MulheresReceitas promovem alimentação saudável e podem ser preparadas em menos de 30 minutos

Receitas promovem alimentação saudável e podem ser preparadas em menos de 30 minutos

Por G3

Atualizado Hoje às 09h05

Alexandre Amorim, fundador da Home Chefs (www.homechefs.com.br) em sua cozinha, em Niterói, RJ

stá cansado de fazer dietas que obrigam você a comer pratos horríveis, que mais parecem comida de hospital? Quer emagrecer, mas sem perder o prazer de comer? Quer ter o corpo que sempre desejou, mas sem fazer dietas malucas, que restringem você de uma porção de alimentos?

Uma coisa é fato: se você quer levar um estilo de vida saudável e ter uma alimentação balanceada, é difícil sempre comer outra comida, que não a sua. Aliás, não temos como saber como certo alimento foi preparado em um restaurante, lanchonete, ou estabelecimentos do tipo, não é mesmo?

O maior problema nisso é que vai chegar aquele dia - se você leva um estilo de vida saudável, com certeza já chegou - em que você não tem a menor ideia do que preparar. O resultado disso é uma das duas opções:

1) Comer alimentos que não são saudáveis, como frituras, salgados ou coisas do tipo.

2) Comer um alimento saudável, sem graça e sem nenhum prazer.

Quem precisa manter uma alimentação saudável por causa de saúde, ou mesmo por questões estéticas, agora tem alternativas ao famoso “franguinho grelhado com salada”.  Continue lendo o artigo, que em breve você verá que opções para levar uma vida fitness não vão faltar!

Uma alimentação saudável e com todos os nutrientes  e vitaminas balanceados ajudam você a perder peso, prevenir doenças e ter uma melhor qualidade de vida. Mas, como você sabe, levar esse estilo de vida é quase impossível quando se tem que comer fora, ou se tem pouco tempo para cozinhar.

Essa dificuldade dos tempos modernos, tem levado uma grande parcela da população à obesidade e a desenvolver problemas de saúde.

Seus hábitos alimentares é que decidem se você terá ou não uma vida saudável. Para garantir uma saúde em dia, você precisa de uma refeição balanceada e, se possível, praticar atividades físicas.

Mas, com a correria do dia a dia, nem sempre é possível se alimentar de forma adequada. O que faz com que você sempre dê uma escapada para almoçar, ou jantar num restaurante, ou mesmo num fast food.

O publicitário Alexandre Amorim passava por este problema. Até que desenvolveu um método que facilitou a sua vida e vem facilitando a vida de centenas de pessoas no Brasil que buscam uma alimentação saborosa e saudável. Além disso, esse método tem ajudado essas pessoas a economizarem um bom dinheiro com refeições fora de casa.

A essência desse método é simples. Para executá-lo, você só precisa se dedicar algumas horas por semana. Está curioso? Então veja como ele funciona.

No final de semana, você elabora um cardápio detalhado para a semana inteira que vai se seguir. Isso mesmo. Tudo. E, após essa elaboração, você faz uma lista de compras com todos os ingredientes que você vai precisar para o preparo dessas receitas. Dessa forma, você já vai ter tudo à mão quando for cozinhar.

Então, você prepara os pratos (de preferência simples), à noite, quando chega em casa. Atenção: Faça numa quantidade que dê para o seu jantar e o seu almoço do dia seguinte.

E, pronto! Você consegue ter uma alimentação saborosa e saudável a semana inteira. O método deu tão certo, que seus colegas de trabalho pediam para ele as receitas e a lista para poderem preparar suas próprias comidas, ter uma vida mais saudável e econômica.

Agora, você deve estar pensando: “Nossa, que trabalhão! Eu não tenho tantas horas por semana para elaborar tão detalhadamente o meu cardápio.”

Alexandre Amorim quando criou o método também pensou a mesma coisa. Afinal, ele não queria perder o final de semana pensando nisso. Já havia trabalhado a semana inteira, e quando chegava o final de semana, tinha que fazer isso.

Então, ele teve uma brilhante ideia...

É quando passamos por dificuldades que surgem as boas ideias e descobrimos oportunidades. E com Alexandre Amorim não foi diferente. Ele percebeu que este método, além de facilitar a vida das pessoas que buscam uma comida de qualidade, ainda gera uma grande economia.

Então, resolveu investir seu tempo e seu dinheiro aprimorando esta ideia, que tem colaborado com centenas de pessoas pelo Brasil. Apresentamos o Cardápio Inteligente Home Chefs. Um serviço de assinatura que vai revolucionar o seu dia a dia.

Imagine você podendo comer cada dia um prato mais saboroso, bem temperado e o melhor, conhecendo 100% a procedência. Imagine você podendo economizar com o almoço no dia a dia e ainda assim, manter um estilo de vida saudável. Imagine você passando momentos agradáveis com sua família na cozinha. Tudo isso, agora está ao seu alcance.

Assinando o Cardápio Inteligente Home Chefs você recebe a cada semana um delicioso cardápio com receitas muito bem detalhadas, práticas e fáceis para você preparar. São 5 receitas para o dia a dia, mais 1 especial para você poder preparar no final de semana.  Além disso, você recebe uma lista de compras com ABSOLUTAMENTE tudo o que você vai precisar para preparar as comidas. Dessa forma, o preparo dos pratos não são prejudicados por algum esquecimento.

Outra vantagem do Cardápio Inteligente é que ele oferece um cardápio diferente para cada estilo de vida.

Cada estilo de vida, um cardápio diferente.  O Cardápio Inteligente oferece a seus assinantes quatro opções diferentes de cardápios, de acordo com o seu estilo de vida.

Prático - Receitas diversificadas para quem não tem restrições alimentares, gosta de variar bastante no dia a dia e experimentar novos sabores.

Fit/Light - O Cardápio Fit/Light traz receitas deliciosas, rápidas e cuidadosamente elaboradas contendo alto teor de vitaminas, minerais, fibras, proteínas, gorduras boas e muito sabor. Perfeito para quem exige baixo teor de sódio, menos carboidratos (low-carb) e quer evitar produtos industrializados.

Gluten Free - Um cardápio com receitas sem glúten que atende a necessidade de celíacos e daqueles que buscam um padrão alimentar que previne doenças e auxilia na perda rápida de peso.

Vegano - Você quer uma alimentação vegetariana com receitas criativas e muito saborosas que não incluem nenhum ingrediente de origem animal? Você busca os diversos benefícios da dieta vegana sem abrir mão de comer bem e conhecer preparos que utilizam alimentos de uma forma inovadora? O Cardápio Inteligente Vegano é ideal para você e também para quem tem intolerância à lactose, pois não utiliza leite e nem seus derivados nas receitas.

Comece agora mesmo a ter uma alimentação saudável  Se você quer ter uma refeição balanceada, ter o corpo que sempre sonhou, a saúde em dia e ainda se divertir na cozinha, a hora é agora. Clique agora mesmo no botão abaixo e veja como que com o Cardápio Inteligente, tudo isso é fácil, prático e gostoso.

Depois que você clicar no botão abaixo, aquele “franguinho grelhado com salada” não vai ser a única opção!
",1,3,Site Lança Cardápio Fit (low-carb) e é Nova Sensação Entre as Mulheres,http://g3noticias.com.br/site_lanca_cardapio_fit_light_low_carb_e_e_nova_sensacao_entre_as_mulheres/?utm_source=FBAD&utm_campaign=AAF1&utm_content=ADS08-AD1
3,1,"A hashtag #posteseuviralata alcançou o topo Trending Topics do Twitter nesta sexta-feira (6), depois da notícia ""Em feira de Luisa Mell, público desiste ao não achar cães de raça"".

Muitas pessoas então usaram a hash para compartilharem fotos de seus viralatinhas, sempre com uma historinha de como eles foram adotados ou resgatados. Escolhemos alguns dos melhores tuítes:
",1,4,A hashtag #posteseuviralata está enchendo o Twitter de amor,http://bzfd.it/2yvqIu3
4,1,"""O que não me explicaram no dia da entrevista é que negras com cabelo Black Power não poderiam fazer parte da recepção, pois 'os clientes Fleury são muito criteriosos' e acham esse tipo de cabelo um absurdo, 'chama muita atenção, né'"", escreveu ela.

A recepcionista Mayara Oliveira, 25, foi demitida do laboratório Fleury na terça-feira (3) e acusou a empresa de racismo. Em um depoimento no Facebook, ela disse que trabalhou seis meses na unidade Villa-Lobos do laboratório e que sua chefia não aceitava que ela trabalhasse com seu cabelo black power solto.

'A regra sempre foi muito clara: cabelos abaixo do ombro, presos. E acima do ombro, soltos, desde que não tenham franja. Mas isso não serve para a preta de black power. Fui obrigada sob ameaça de demissão a ir com ele 'bem presinho, da forma mais discreta possível'"", escreveu.

Mayara afirmou que seu cabelo cumpria a regra da empresa para ser usado solto, mas que isso não foi aceito por se tratar de um black power.

""O que não me explicaram no dia da entrevista é que negras com cabelo Black Power não poderiam fazer parte da recepção, pois 'os clientes Fleury são muito criteriosos' e acham esse tipo de cabelo um absurdo, 'chama muita atenção, né'"", escreveu ela.

A recepcionista Mayara Oliveira, 25, foi demitida do laboratório Fleury na terça-feira (3) e acusou a empresa de racismo. Em um depoimento no Facebook, ela disse que trabalhou seis meses na unidade Villa-Lobos do laboratório e que sua chefia não aceitava que ela trabalhasse com seu cabelo black power solto.

'A regra sempre foi muito clara: cabelos abaixo do ombro, presos. E acima do ombro, soltos, desde que não tenham franja. Mas isso não serve para a preta de black power. Fui obrigada sob ameaça de demissão a ir com ele 'bem presinho, da forma mais discreta possível'"", escreveu.

Mayara afirmou que seu cabelo cumpria a regra da empresa para ser usado solto, mas que isso não foi aceito por se tratar de um black power.

Em entrevista ao BuzzFeed News, a recepcionista, que é estudante de psicologia, contou que ouvia piadas racistas de colegas e que chegou a se queixar para seus superiores. Mas a queixa mais grave é contra suas superioras imediatas. Segundo Mayara, elas a orientaram diversas vezes para usar os cabelos presos, amarrados para trás.

""Eu tentei, usei no começo. Mas meu cabelo é muito sensível, começou a quebrar. Doía muito a minha cabeça. Comecei a amarrar de forma mais solta e chamaram minha atenção diversas vezes. Eu não aguentei. Chorei horrores. Acontece sempre na minha vida: alguém implicar com o meu cabelo.""

Mayara disse que tentou manter o emprego porque tem um filho pequeno, mas que não aceitaria mais usar o cabelo preso porque entendia que ele estava dentro do padrão para ser usado solto: ""Tenho cabelo curto, crespo e sem franja"".

""Vinha me queixando à supervisão fazia tempo e eles diziam que não é racismo, que é padrão"", disse Mayara.

A jovem contou que foi aprovada no período de experiência e que, antes de usar os cabelos amarrados, mas de forma mais solta, recebia elogios. ""Eles diziam que eu estava de parabéns, que não estava espalhafatosa"".

No dia 3 de outubro, no entanto, ao completar seis meses no emprego, ela foi demitida: ""Eles dissseram que eu não supria as necessidades da empresa, mas esse era um argumento que deveria ter sido usado no período da experiência"", afirmou.

Em nota ao BuzzFeed News, a empresa afirmou que está apurando o caso por meio de sua ouvidoria e que 51,3% de suas funcionárias são negras ou pardas. Disse também que tem um canal de Ética e Conduta para receber denúncias. Profissionais da ouvidoria entraram em contato com Mayara para apurar o caso.

Veja a íntegra da nota do Fleury

O Grupo Fleury é uma instituição médica de 91 anos de existência, caracterizados por um comportamento rigorosamente ético e de respeito no relacionamento com todos que atuam na empresa e com as pessoas que procuram os seus serviços. O quadro de colaboradores da empresa é marcado pela diversidade. É composto por 9 mil colaboradores, dos quais 80% são mulheres, sendo 51,3% negras ou pardas.O Grupo Fleury mantém um Canal de Ética e Conduta independente para apurar denúncias de práticas e posturas contrárias ao seu Código de Conduta, que veta qualquer ato discriminatório. Assim que o Grupo tomou conhecimento do relato de sua ex-colaboradora, iniciou, de forma imediata, apuração do caso que, enfatiza, não reflete em nenhuma medida o comportamento ético ao longo de sua trajetória de mais de nove décadas.

O texto de Mayara teve forte repercussão nas redes sociais. Seu post no Facebook, em 24 horas, teve mais de 1,3 mil compartilhamentos e 6,3 mil reações. A página do laboratório Fleury tornou-se alvo de críticas. Até as 12h de hoje, cerca de 100 pessoas haviam escrito reviews negativos na página, dando a nota mínima (uma estrela). O laboratório, um dos mais relevantes do país, ficou com 1,8 estrela.
",1,5,Mulher acusa laboratório Fleury de racismo por causa de cabelo black power,https://www.buzzfeed.com/tatianafarah/mulher-acusa-laboratorio-fleury-de-racismo-por-causa-de?utm_term=.fr4OMryzjd#.hsWm5POYr4
5,3,"Parabéns, você deveria ir ao cinema! Você sabe se comportar em situações sociais e que peçam silêncio e entende que o cinema está caro demais para jogar dinheiro fora!

Parabéns, você deveria ir ao cinema! Você sabe se comportar em situações sociais e que peçam silêncio e entende que o cinema está caro demais para jogar dinheiro fora!

Provavelmente você deveria ficar em casa vendo Netflix com o mozão ou marcar um bar com os amigos porque você é o tipo de pessoa que torna ir ao cinema uma experiência pior para os outros.
",1,6,Você deveria ir ao cinema?,http://bzfd.it/2ysGJ3W
6,1,"Aprovada em silêncio aos 45 minutos do segundo tempo na discussão da reforma política, uma emenda estabelece a retirada sumária de conteúdo da internet considerado ""ofensivo"" por candidatos e partidos, sem a necessidade de ordem judicial, e exige a identificação do usuário que a publicou.

O risco de censura, sem ordem judicial, recai diretamente sobre publicações no Facebook, no Instagram ou postagens em plataformas do Google, como vídeos no YouTube.

Na prática, segundo a emenda do deputado Áureo (SDD-RJ), basta que alguém denuncie um conteúdo sob a acusação de ser ""ofensivo"" ou ""falso"" para estabelecer uma obrigação legal das empresas de removerem o conteúdo em 24 horas sob risco de multa em caso de descumprimento.

""A denúncia de discurso de ódio, disseminação de informações falsas ou ofensa em desfavor de partido, coligação, candidato ou de habilitado conforme o artigo 5oC, feita pelo usuário de aplicativo ou rede social, por meio de canal disponibilizado para esse fim no próprio, provedor, implicará em suspensão, em no máximo vinte e quatro horas, da publicação denunciada"", diz trecho da emenda de Áureo.

O texto deu entrada na Câmara no último dia 26 e foi aprovado na madrugada desta quinta (5). Igualmente a toque de caixa, Senado também aprovou a regulação. Agora o texto segue para a sanção presidencial.

""Esta emenda visa estabelecer uma internet totalmente chapa-branca, onde cada candidato vira um TRE em que ele próprio decide o que deve ou não constar na internet"", critica Carlos Affonso Souza, professor da Uerj (Universidade Estadual do Rio) e diretor do ITS-Rio (Instituto Tecnologia e Sociedade).

Segundo o especialista, a emenda contraria o Marco Civil da Internet, que exige uma decisão judicial (com a devida exposição dos argumentos das partes contrárias) antes da remoção de conteúdo na internet.

""EMENDA FACEBOOK""

Na nota técnica preparada para justificar a emenda, que ele próprio apelidou de ""emenda Facebook"", o deputado Áureo afirma que ""não se trata de censura, mas sim de dificultar uma prática que vemos em todas as eleições"".

De acordo com a justificativa do deputado, ""no momento em que o provedor pedir os documentos do usuário [que publicar uma mensagem denunciada como difamante] e for confirmada a sua identidade, libera-se a publicação novamente"". Segundo Áureo, se o denunciante quiser tomar mais alguma medida, terá que fazê-lo judicialmente.

""Essa medida visa diminuir a guerra de conteúdos difamantes por usuários fictícios durante as eleições"", afirmou.
",1,7,"Em silêncio, reforma eleitoral criou censura na internet a quem falar mal de político",http://bzfd.it/2xl7lin
7,3,"Mas não espere que Kesha conte algum segredo de Swift ou fale merda sobre ela. Quando perguntaram sobre as recentes controvérsias de Swift, Kesha respondeu: ""Eu não estou a par da cultura pop. Eu deveria saber de algo?""
",1,8,Kesha falou sobre que tipo de amiga a Taylor Swift é,http://bzfd.it/2yrVggv
8,5,"Segundo deu em primeira mão o colunista Ancelmo Gois, a inclusão de um artigo na minuta com mudanças na Lei Rouanet foi feita a pedido da bancada evangélica pelo ministro da Cultura.

No texto, é proibido que produtos culturais que “vilipendiem a fé religiosa, promovam a sexualização precoce de crianças e adolescentes ou façam apologia a crimes ou atividades criminosas” capturem recursos usando a lei.

O problema é que a Bíblia está coalhada de sangue de inocentes e crimes aterrorizantes.

“Como vamos encenar ou falar da tortura sofrida por Cristo, ou mesmo o nascimento de Cristo, que aconteceu enquanto Herodes ordenou a morte de todos os primogênitos?”, pergunta um homem de bem. “Temos que proteger as crianças”.

“E o Antigo Testamento, que tem mais assassinatos do que o Notícias Populares?”, questiona uma mãe indignada.

“E o Deuteronômio, que diz uma virgem violada antes do casamento pode ser apedrejada?”, quer saber um seguidor da boa moral e dos bons costumes.

“Sara se casou com Abraão, seu meio-irmão”, lembra-se outra pessoa honesta.

“Absalão, filho do rei Davi, se revoltou com o pai e fez sexo com todas as suas concubinas. É isso o que a família brasileira quer ver no teatro?”, perguntou uma mãe.

“Judá, filho de Jacó, transou com a própria nora porque… a confundiu com uma prostituta. A história perfeita para contar para uma criança?”, questiona um pai dedicado.

“Só há uma solução”, diz um especialista: “a Bíblia tem que ser proibida também.”

É a coisa justa a se fazer. Para proteger as criancinhas.
",1,9,"Mudança na Rouanet proíbe a Bíblia, que está cheia de assassinatos e incestos",http://www.sensacionalista.com.br/2017/10/06/mudanca-na-rouanet-proibe-a-biblia-que-esta-cheia-de-assassinatos-e-incesto/
9,5,"Com as eleições presidenciais se aproximando, o Facebook já começou a divulgar algumas mudanças que estarão disponíveis na rede social em 2018. Para diminuir o número de brigas, discussões e amizades desfeitas, como aconteceu em 2014, a ideia da equipe de Mark Zuckerberg é dar ao povo o que o povo quer: impedir que as pessoas expressem opiniões contrárias as de seus amigos.

“Todo mundo sabe que ninguém quer ser contrariado. Ninguém está disposto a dialogar ou mudar de opinião, então vamos desabilitar os comentários e deixaremos apenas botões que reajam de forma positiva aos posts” explicou Mark.

Além de retirar da plataforma o campo “comentar”, os botões “concordar” e “aplaudir” se unirão ao “curtir”. Sem brigas e sem opiniões diferentes, o Facebook prevê uma diminuição nas interações, mas um aumento na saúde mental de seus usuários.

“Como uma rede social, nós sempre acreditamos no diálogo e no debate, mas no Brasil isso se tornou impossível, então é melhor deixar as pessoas viverem em suas bolhas, colhendo suas curtidas em paz e torcer para que ninguém converse pessoalmente, porque aí não teremos o controle”.
",1,10,"Facebook retira comentários e deixa apenas botões curtir, concordar e aplaudir nas eleições",http://www.sensacionalista.com.br/2017/10/06/facebook-retira-comentarios-e-deixa-apenas-botoes-curtir-concordar-e-aplaudir-nas-eleicoes/
